ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
3218,2023-12-17T00:00:00Z,Preventivo,Bueno,Bueno,21209,Queja_usuario,Comentario_sobre_el_mantenimiento_3218
3219,2023-12-22T00:00:00Z,Emergencia,Bueno,Malo,9224036,Preventivo,Comentario_sobre_el_mantenimiento_3219
3220,2024-04-11T00:00:00Z,Preventivo,Bueno,Regular,6845966,Preventivo,Comentario_sobre_el_mantenimiento_3220
3221,2024-03-02T00:00:00Z,Correctivo,Malo,Malo,19322,Preventivo,Comentario_sobre_el_mantenimiento_3221
3222,2024-06-17T00:00:00Z,Emergencia,Regular,Regular,3997076,Queja_usuario,Comentario_sobre_el_mantenimiento_3222
3223,2024-08-17T00:00:00Z,Preventivo,Malo,Regular,9295062,Preventivo,Comentario_sobre_el_mantenimiento_3223
3224,2023-12-07T00:00:00Z,Correctivo,Regular,Regular,3530893,Queja_usuario,Comentario_sobre_el_mantenimiento_3224
3225,2024-08-17T00:00:00Z,Correctivo,Bueno,Bueno,34067,Preventivo,Comentario_sobre_el_mantenimiento_3225
3226,2023-12-18T00:00:00Z,Emergencia,Bueno,Bueno,7896577,Preventivo,Comentario_sobre_el_mantenimiento_3226
3227,2024-04-25T00:00:00Z,Correctivo,Bueno,Bueno,4796524,Preventivo,Comentario_sobre_el_mantenimiento_3227
3228,2024-06-27T00:00:00Z,Emergencia,Bueno,Bueno,59956,Queja_usuario,Comentario_sobre_el_mantenimiento_3228
3229,2023-12-07T00:00:00Z,Correctivo,Bueno,Regular,9048974,Preventivo,Comentario_sobre_el_mantenimiento_3229
3230,2024-04-10T00:00:00Z,Emergencia,Malo,Bueno,7805729,Preventivo,Comentario_sobre_el_mantenimiento_3230
3231,2024-04-21T00:00:00Z,Correctivo,Regular,Regular,9183239,Queja_usuario,Comentario_sobre_el_mantenimiento_3231
3232,2024-05-24T00:00:00Z,Emergencia,Malo,Regular,6782571,Queja_usuario,Comentario_sobre_el_mantenimiento_3232
3233,2024-03-08T00:00:00Z,Preventivo,Malo,Malo,9493064,Preventivo,Comentario_sobre_el_mantenimiento_3233
3234,2024-04-18T00:00:00Z,Emergencia,Regular,Malo,34975,Preventivo,Comentario_sobre_el_mantenimiento_3234
3235,2024-06-10T00:00:00Z,Emergencia,Malo,Regular,8978507,Queja_usuario,Comentario_sobre_el_mantenimiento_3235
3236,2024-02-20T00:00:00Z,Preventivo,Malo,Bueno,33901,Preventivo,Comentario_sobre_el_mantenimiento_3236
3237,2024-01-19T00:00:00Z,Correctivo,Bueno,Regular,5211948,Preventivo,Comentario_sobre_el_mantenimiento_3237
3238,2023-11-21T00:00:00Z,Emergencia,Bueno,Regular,59173,Preventivo,Comentario_sobre_el_mantenimiento_3238
3239,2023-10-27T00:00:00Z,Emergencia,Bueno,Malo,4784047,Preventivo,Comentario_sobre_el_mantenimiento_3239
3240,2023-12-25T00:00:00Z,Preventivo,Malo,Regular,22568,Preventivo,Comentario_sobre_el_mantenimiento_3240
3241,2024-06-11T00:00:00Z,Preventivo,Regular,Bueno,5492671,Preventivo,Comentario_sobre_el_mantenimiento_3241
3242,2024-05-30T00:00:00Z,Emergencia,Regular,Bueno,19838,Preventivo,Comentario_sobre_el_mantenimiento_3242
3243,2024-07-30T00:00:00Z,Emergencia,Malo,Bueno,5250227,Preventivo,Comentario_sobre_el_mantenimiento_3243
3244,2024-07-23T00:00:00Z,Emergencia,Malo,Regular,5658967,Preventivo,Comentario_sobre_el_mantenimiento_3244
3245,2024-03-03T00:00:00Z,Correctivo,Regular,Bueno,9276900,Preventivo,Comentario_sobre_el_mantenimiento_3245
3246,2024-06-09T00:00:00Z,Emergencia,Bueno,Bueno,9397078,Preventivo,Comentario_sobre_el_mantenimiento_3246
3247,2023-12-14T00:00:00Z,Correctivo,Regular,Bueno,9186010,Queja_usuario,Comentario_sobre_el_mantenimiento_3247
3248,2024-07-14T00:00:00Z,Correctivo,Regular,Bueno,58343,Queja_usuario,Comentario_sobre_el_mantenimiento_3248
3249,2024-03-03T00:00:00Z,Correctivo,Malo,Malo,22589,Preventivo,Comentario_sobre_el_mantenimiento_3249
3250,2024-01-24T00:00:00Z,Correctivo,Regular,Bueno,9041501,Preventivo,Comentario_sobre_el_mantenimiento_3250
3251,2024-06-26T00:00:00Z,Preventivo,Bueno,Malo,22173,Queja_usuario,Comentario_sobre_el_mantenimiento_3251
3252,2024-08-11T00:00:00Z,Preventivo,Bueno,Regular,3568710,Queja_usuario,Comentario_sobre_el_mantenimiento_3252
3253,2024-07-16T00:00:00Z,Preventivo,Regular,Regular,34228,Queja_usuario,Comentario_sobre_el_mantenimiento_3253
3254,2023-12-17T00:00:00Z,Preventivo,Bueno,Regular,8940958,Queja_usuario,Comentario_sobre_el_mantenimiento_3254
3255,2024-05-24T00:00:00Z,Correctivo,Bueno,Regular,7126933,Preventivo,Comentario_sobre_el_mantenimiento_3255
3256,2024-07-23T00:00:00Z,Emergencia,Malo,Malo,5229278,Preventivo,Comentario_sobre_el_mantenimiento_3256
3257,2024-05-24T00:00:00Z,Correctivo,Regular,Regular,9263808,Queja_usuario,Comentario_sobre_el_mantenimiento_3257
3258,2024-01-24T00:00:00Z,Emergencia,Bueno,Bueno,34860,Preventivo,Comentario_sobre_el_mantenimiento_3258
3259,2024-08-21T00:00:00Z,Emergencia,Regular,Regular,4986986,Queja_usuario,Comentario_sobre_el_mantenimiento_3259
3260,2024-07-07T00:00:00Z,Correctivo,Bueno,Malo,7853199,Preventivo,Comentario_sobre_el_mantenimiento_3260
3261,2024-05-13T00:00:00Z,Correctivo,Malo,Regular,19362,Queja_usuario,Comentario_sobre_el_mantenimiento_3261
3262,2024-04-03T00:00:00Z,Emergencia,Regular,Malo,8892593,Queja_usuario,Comentario_sobre_el_mantenimiento_3262
3263,2023-12-04T00:00:00Z,Emergencia,Bueno,Malo,7180265,Preventivo,Comentario_sobre_el_mantenimiento_3263
3264,2024-05-29T00:00:00Z,Emergencia,Bueno,Malo,34097,Preventivo,Comentario_sobre_el_mantenimiento_3264
3265,2024-09-29T00:00:00Z,Emergencia,Bueno,Regular,9177994,Preventivo,Comentario_sobre_el_mantenimiento_3265
3266,2024-02-06T00:00:00Z,Correctivo,Regular,Regular,35129,Queja_usuario,Comentario_sobre_el_mantenimiento_3266
3267,2024-03-24T00:00:00Z,Correctivo,Malo,Bueno,21419,Preventivo,Comentario_sobre_el_mantenimiento_3267
3268,2023-10-27T00:00:00Z,Preventivo,Malo,Regular,21181,Preventivo,Comentario_sobre_el_mantenimiento_3268
3269,2024-07-09T00:00:00Z,Correctivo,Bueno,Malo,25796,Queja_usuario,Comentario_sobre_el_mantenimiento_3269
3270,2023-10-28T00:00:00Z,Emergencia,Bueno,Regular,57960,Preventivo,Comentario_sobre_el_mantenimiento_3270
3271,2024-08-23T00:00:00Z,Preventivo,Bueno,Bueno,20625,Preventivo,Comentario_sobre_el_mantenimiento_3271
3272,2024-09-23T00:00:00Z,Correctivo,Regular,Bueno,33890,Queja_usuario,Comentario_sobre_el_mantenimiento_3272
3273,2024-01-27T00:00:00Z,Preventivo,Bueno,Malo,58429,Queja_usuario,Comentario_sobre_el_mantenimiento_3273
3274,2024-03-07T00:00:00Z,Preventivo,Bueno,Bueno,5249153,Queja_usuario,Comentario_sobre_el_mantenimiento_3274
3275,2024-08-21T00:00:00Z,Preventivo,Regular,Regular,3530747,Preventivo,Comentario_sobre_el_mantenimiento_3275
3276,2023-12-02T00:00:00Z,Preventivo,Malo,Bueno,3565660,Queja_usuario,Comentario_sobre_el_mantenimiento_3276
3277,2024-02-05T00:00:00Z,Preventivo,Regular,Malo,53111,Queja_usuario,Comentario_sobre_el_mantenimiento_3277
3278,2023-10-29T00:00:00Z,Emergencia,Regular,Bueno,5240929,Queja_usuario,Comentario_sobre_el_mantenimiento_3278
3279,2024-03-05T00:00:00Z,Correctivo,Regular,Regular,33426,Queja_usuario,Comentario_sobre_el_mantenimiento_3279
3280,2024-02-25T00:00:00Z,Emergencia,Malo,Regular,3568863,Preventivo,Comentario_sobre_el_mantenimiento_3280
3281,2024-07-09T00:00:00Z,Preventivo,Malo,Bueno,60112,Preventivo,Comentario_sobre_el_mantenimiento_3281
3282,2024-10-04T00:00:00Z,Preventivo,Bueno,Malo,25036,Queja_usuario,Comentario_sobre_el_mantenimiento_3282
3283,2023-10-22T00:00:00Z,Emergencia,Regular,Bueno,58526,Preventivo,Comentario_sobre_el_mantenimiento_3283
3284,2024-02-25T00:00:00Z,Emergencia,Malo,Bueno,33481,Queja_usuario,Comentario_sobre_el_mantenimiento_3284
3285,2024-05-11T00:00:00Z,Preventivo,Malo,Malo,5658105,Preventivo,Comentario_sobre_el_mantenimiento_3285
3286,2024-02-17T00:00:00Z,Emergencia,Bueno,Regular,59121,Queja_usuario,Comentario_sobre_el_mantenimiento_3286
3287,2023-12-07T00:00:00Z,Emergencia,Malo,Malo,4795692,Preventivo,Comentario_sobre_el_mantenimiento_3287
3288,2024-10-01T00:00:00Z,Correctivo,Bueno,Regular,58684,Queja_usuario,Comentario_sobre_el_mantenimiento_3288
3289,2024-04-20T00:00:00Z,Preventivo,Regular,Bueno,3530654,Queja_usuario,Comentario_sobre_el_mantenimiento_3289
3290,2023-11-29T00:00:00Z,Correctivo,Bueno,Malo,33123,Preventivo,Comentario_sobre_el_mantenimiento_3290
3291,2023-12-02T00:00:00Z,Correctivo,Regular,Regular,5602471,Queja_usuario,Comentario_sobre_el_mantenimiento_3291
3292,2023-10-30T00:00:00Z,Emergencia,Malo,Malo,21627,Preventivo,Comentario_sobre_el_mantenimiento_3292
3293,2024-02-04T00:00:00Z,Preventivo,Malo,Regular,9191592,Preventivo,Comentario_sobre_el_mantenimiento_3293
3294,2024-05-22T00:00:00Z,Correctivo,Regular,Regular,4731659,Queja_usuario,Comentario_sobre_el_mantenimiento_3294
3295,2023-11-06T00:00:00Z,Correctivo,Malo,Regular,21541,Preventivo,Comentario_sobre_el_mantenimiento_3295
3296,2024-05-19T00:00:00Z,Preventivo,Bueno,Bueno,22568,Queja_usuario,Comentario_sobre_el_mantenimiento_3296
3297,2024-09-19T00:00:00Z,Correctivo,Malo,Bueno,58977,Preventivo,Comentario_sobre_el_mantenimiento_3297
3298,2024-06-26T00:00:00Z,Preventivo,Malo,Bueno,53175,Preventivo,Comentario_sobre_el_mantenimiento_3298
3299,2024-05-07T00:00:00Z,Emergencia,Malo,Bueno,8888646,Queja_usuario,Comentario_sobre_el_mantenimiento_3299
3300,2023-01-11T00:00:00Z,Preventivo,Malo,Malo,7862154,Queja_usuario,Comentario_sobre_el_mantenimiento_3300
3301,2024-09-03T00:00:00Z,Preventivo,Bueno,Bueno,7840415,Preventivo,Comentario_sobre_el_mantenimiento_3301
3302,2024-09-22T00:00:00Z,Emergencia,Regular,Regular,7896585,Preventivo,Comentario_sobre_el_mantenimiento_3302
3303,2024-07-13T00:00:00Z,Emergencia,Bueno,Malo,32568,Queja_usuario,Comentario_sobre_el_mantenimiento_3303
3304,2024-09-02T00:00:00Z,Correctivo,Regular,Bueno,9424427,Queja_usuario,Comentario_sobre_el_mantenimiento_3304
3305,2024-02-26T00:00:00Z,Preventivo,Malo,Bueno,19972,Preventivo,Comentario_sobre_el_mantenimiento_3305
3306,2024-03-20T00:00:00Z,Preventivo,Regular,Regular,21864,Queja_usuario,Comentario_sobre_el_mantenimiento_3306
3307,2024-04-03T00:00:00Z,Preventivo,Malo,Malo,5241128,Preventivo,Comentario_sobre_el_mantenimiento_3307
3308,2024-07-14T00:00:00Z,Emergencia,Regular,Bueno,19770,Queja_usuario,Comentario_sobre_el_mantenimiento_3308
3309,2024-06-27T00:00:00Z,Correctivo,Malo,Bueno,9394594,Preventivo,Comentario_sobre_el_mantenimiento_3309
3310,2024-09-29T00:00:00Z,Emergencia,Bueno,Malo,3577450,Preventivo,Comentario_sobre_el_mantenimiento_3310
3311,2024-02-26T00:00:00Z,Emergencia,Regular,Regular,22107,Queja_usuario,Comentario_sobre_el_mantenimiento_3311
3312,2023-12-22T00:00:00Z,Emergencia,Malo,Regular,4963338,Preventivo,Comentario_sobre_el_mantenimiento_3312
3313,2024-05-30T00:00:00Z,Correctivo,Regular,Regular,7538120,Preventivo,Comentario_sobre_el_mantenimiento_3313
3314,2024-04-15T00:00:00Z,Preventivo,Bueno,Malo,24954,Preventivo,Comentario_sobre_el_mantenimiento_3314
3315,2023-12-19T00:00:00Z,Emergencia,Malo,Bueno,20315,Queja_usuario,Comentario_sobre_el_mantenimiento_3315
3316,2024-01-11T00:00:00Z,Emergencia,Bueno,Bueno,24707,Preventivo,Comentario_sobre_el_mantenimiento_3316
3317,2024-08-08T00:00:00Z,Correctivo,Regular,Regular,24967,Queja_usuario,Comentario_sobre_el_mantenimiento_3317
3318,2024-01-17T00:00:00Z,Preventivo,Bueno,Malo,6761312,Queja_usuario,Comentario_sobre_el_mantenimiento_3318
3319,2024-05-22T00:00:00Z,Preventivo,Bueno,Regular,25069,Preventivo,Comentario_sobre_el_mantenimiento_3319
3320,2023-11-19T00:00:00Z,Correctivo,Bueno,Malo,21393,Preventivo,Comentario_sobre_el_mantenimiento_3320
3321,2024-01-28T00:00:00Z,Emergencia,Regular,Regular,20748,Preventivo,Comentario_sobre_el_mantenimiento_3321
3322,2023-12-01T00:00:00Z,Correctivo,Regular,Bueno,52869,Queja_usuario,Comentario_sobre_el_mantenimiento_3322
3323,2024-01-14T00:00:00Z,Preventivo,Bueno,Malo,9435358,Queja_usuario,Comentario_sobre_el_mantenimiento_3323
3324,2024-04-09T00:00:00Z,Emergencia,Malo,Malo,20512,Preventivo,Comentario_sobre_el_mantenimiento_3324
3325,2024-04-22T00:00:00Z,Emergencia,Regular,Bueno,5658075,Preventivo,Comentario_sobre_el_mantenimiento_3325
3326,2023-10-20T00:00:00Z,Correctivo,Bueno,Malo,20862,Queja_usuario,Comentario_sobre_el_mantenimiento_3326
3327,2024-01-20T00:00:00Z,Emergencia,Bueno,Regular,7362879,Queja_usuario,Comentario_sobre_el_mantenimiento_3327
3328,2024-08-16T00:00:00Z,Emergencia,Regular,Regular,6778106,Preventivo,Comentario_sobre_el_mantenimiento_3328
3329,2024-07-30T00:00:00Z,Correctivo,Regular,Malo,60127,Preventivo,Comentario_sobre_el_mantenimiento_3329
3330,2024-04-02T00:00:00Z,Correctivo,Malo,Regular,7872673,Preventivo,Comentario_sobre_el_mantenimiento_3330
3331,2024-08-24T00:00:00Z,Emergencia,Malo,Malo,9264331,Queja_usuario,Comentario_sobre_el_mantenimiento_3331
3332,2024-05-04T00:00:00Z,Emergencia,Bueno,Malo,59657,Preventivo,Comentario_sobre_el_mantenimiento_3332
3333,2024-06-23T00:00:00Z,Preventivo,Bueno,Bueno,9185678,Preventivo,Comentario_sobre_el_mantenimiento_3333
3334,2024-08-04T00:00:00Z,Correctivo,Regular,Malo,34111,Queja_usuario,Comentario_sobre_el_mantenimiento_3334
3335,2024-01-31T00:00:00Z,Correctivo,Malo,Malo,8892595,Queja_usuario,Comentario_sobre_el_mantenimiento_3335
3336,2024-07-03T00:00:00Z,Correctivo,Malo,Regular,19196,Queja_usuario,Comentario_sobre_el_mantenimiento_3336
3337,2023-11-24T00:00:00Z,Correctivo,Regular,Bueno,5158901,Preventivo,Comentario_sobre_el_mantenimiento_3337
3338,2024-05-27T00:00:00Z,Preventivo,Regular,Bueno,9177935,Preventivo,Comentario_sobre_el_mantenimiento_3338
3339,2024-09-25T00:00:00Z,Emergencia,Bueno,Malo,9049017,Preventivo,Comentario_sobre_el_mantenimiento_3339
3340,2024-10-12T00:00:00Z,Correctivo,Malo,Bueno,3530368,Queja_usuario,Comentario_sobre_el_mantenimiento_3340
3341,2023-10-18T00:00:00Z,Correctivo,Bueno,Malo,7928075,Preventivo,Comentario_sobre_el_mantenimiento_3341
3342,2024-07-02T00:00:00Z,Correctivo,Regular,Malo,25647,Preventivo,Comentario_sobre_el_mantenimiento_3342
3343,2023-11-21T00:00:00Z,Correctivo,Malo,Regular,21689,Preventivo,Comentario_sobre_el_mantenimiento_3343
3344,2024-04-07T00:00:00Z,Preventivo,Regular,Malo,32936,Queja_usuario,Comentario_sobre_el_mantenimiento_3344
3345,2024-06-01T00:00:00Z,Emergencia,Malo,Regular,4731199,Queja_usuario,Comentario_sobre_el_mantenimiento_3345
3346,2024-02-03T00:00:00Z,Preventivo,Malo,Regular,33199,Preventivo,Comentario_sobre_el_mantenimiento_3346
3347,2024-01-22T00:00:00Z,Preventivo,Regular,Bueno,33856,Queja_usuario,Comentario_sobre_el_mantenimiento_3347
3348,2024-09-25T00:00:00Z,Emergencia,Regular,Regular,58559,Queja_usuario,Comentario_sobre_el_mantenimiento_3348
3349,2024-07-18T00:00:00Z,Emergencia,Malo,Regular,9177845,Queja_usuario,Comentario_sobre_el_mantenimiento_3349
3350,2023-12-09T00:00:00Z,Emergencia,Malo,Regular,24934,Queja_usuario,Comentario_sobre_el_mantenimiento_3350
3351,2024-09-29T00:00:00Z,Emergencia,Malo,Regular,59443,Preventivo,Comentario_sobre_el_mantenimiento_3351
3352,2024-01-14T00:00:00Z,Preventivo,Regular,Malo,53204,Queja_usuario,Comentario_sobre_el_mantenimiento_3352
3353,2023-11-02T00:00:00Z,Emergencia,Regular,Malo,7886666,Queja_usuario,Comentario_sobre_el_mantenimiento_3353
3354,2024-09-29T00:00:00Z,Emergencia,Malo,Bueno,25655,Preventivo,Comentario_sobre_el_mantenimiento_3354
3355,2024-07-21T00:00:00Z,Emergencia,Regular,Bueno,33192,Preventivo,Comentario_sobre_el_mantenimiento_3355
3356,2024-04-21T00:00:00Z,Emergencia,Regular,Malo,21245,Preventivo,Comentario_sobre_el_mantenimiento_3356
3357,2023-11-18T00:00:00Z,Correctivo,Malo,Malo,9296115,Preventivo,Comentario_sobre_el_mantenimiento_3357
3358,2024-10-12T00:00:00Z,Preventivo,Malo,Bueno,33761,Queja_usuario,Comentario_sobre_el_mantenimiento_3358
3359,2024-03-28T00:00:00Z,Correctivo,Malo,Bueno,59245,Queja_usuario,Comentario_sobre_el_mantenimiento_3359
3360,2024-11-04T00:00:00Z,Correctivo,Bueno,Malo,9291329,Queja_usuario,Comentario_sobre_el_mantenimiento_3360
3361,2023-10-27T00:00:00Z,Preventivo,Bueno,Bueno,33423,Preventivo,Comentario_sobre_el_mantenimiento_3361
3362,2024-01-18T00:00:00Z,Emergencia,Bueno,Regular,3581252,Queja_usuario,Comentario_sobre_el_mantenimiento_3362
3363,2024-05-21T00:00:00Z,Preventivo,Regular,Malo,5209529,Queja_usuario,Comentario_sobre_el_mantenimiento_3363
3364,2024-06-02T00:00:00Z,Preventivo,Malo,Bueno,24904,Preventivo,Comentario_sobre_el_mantenimiento_3364
3365,2024-07-05T00:00:00Z,Emergencia,Bueno,Bueno,5239289,Queja_usuario,Comentario_sobre_el_mantenimiento_3365
3366,2024-10-08T00:00:00Z,Correctivo,Regular,Malo,9271144,Preventivo,Comentario_sobre_el_mantenimiento_3366
3367,2024-02-14T00:00:00Z,Emergencia,Regular,Malo,5659501,Queja_usuario,Comentario_sobre_el_mantenimiento_3367
3368,2024-10-05T00:00:00Z,Correctivo,Malo,Regular,5231457,Preventivo,Comentario_sobre_el_mantenimiento_3368
3369,2024-07-04T00:00:00Z,Emergencia,Bueno,Malo,7144047,Preventivo,Comentario_sobre_el_mantenimiento_3369
3370,2024-01-26T00:00:00Z,Correctivo,Bueno,Malo,58058,Preventivo,Comentario_sobre_el_mantenimiento_3370
3371,2024-01-02T00:00:00Z,Emergencia,Regular,Bueno,9294514,Preventivo,Comentario_sobre_el_mantenimiento_3371
3372,2024-08-27T00:00:00Z,Emergencia,Regular,Bueno,8928478,Queja_usuario,Comentario_sobre_el_mantenimiento_3372
3373,2024-03-23T00:00:00Z,Preventivo,Bueno,Regular,58938,Queja_usuario,Comentario_sobre_el_mantenimiento_3373
3374,2023-11-30T00:00:00Z,Emergencia,Malo,Bueno,7021809,Preventivo,Comentario_sobre_el_mantenimiento_3374
3375,2023-11-02T00:00:00Z,Correctivo,Bueno,Regular,24872,Preventivo,Comentario_sobre_el_mantenimiento_3375
3376,2024-07-14T00:00:00Z,Emergencia,Bueno,Regular,21053,Preventivo,Comentario_sobre_el_mantenimiento_3376
3377,2024-01-15T00:00:00Z,Correctivo,Bueno,Regular,5203823,Queja_usuario,Comentario_sobre_el_mantenimiento_3377
3378,2024-09-06T00:00:00Z,Emergencia,Malo,Bueno,23776,Preventivo,Comentario_sobre_el_mantenimiento_3378
3379,2024-07-04T00:00:00Z,Preventivo,Malo,Bueno,7934651,Preventivo,Comentario_sobre_el_mantenimiento_3379
3380,2024-04-18T00:00:00Z,Preventivo,Regular,Malo,9288933,Queja_usuario,Comentario_sobre_el_mantenimiento_3380
3381,2024-09-21T00:00:00Z,Preventivo,Regular,Bueno,58461,Preventivo,Comentario_sobre_el_mantenimiento_3381
3382,2024-03-18T00:00:00Z,Correctivo,Bueno,Bueno,19310,Preventivo,Comentario_sobre_el_mantenimiento_3382
3383,2024-08-27T00:00:00Z,Correctivo,Malo,Malo,59220,Preventivo,Comentario_sobre_el_mantenimiento_3383
3384,2024-04-08T00:00:00Z,Correctivo,Bueno,Malo,21858,Queja_usuario,Comentario_sobre_el_mantenimiento_3384
3385,2024-01-28T00:00:00Z,Preventivo,Regular,Regular,52803,Queja_usuario,Comentario_sobre_el_mantenimiento_3385
3386,2024-09-18T00:00:00Z,Correctivo,Regular,Regular,3573389,Preventivo,Comentario_sobre_el_mantenimiento_3386
3387,2023-12-03T00:00:00Z,Emergencia,Bueno,Bueno,7896364,Queja_usuario,Comentario_sobre_el_mantenimiento_3387
3388,2024-04-22T00:00:00Z,Emergencia,Regular,Regular,4982569,Preventivo,Comentario_sobre_el_mantenimiento_3388
3389,2024-05-24T00:00:00Z,Preventivo,Bueno,Bueno,5659247,Preventivo,Comentario_sobre_el_mantenimiento_3389
3390,2024-04-17T00:00:00Z,Preventivo,Malo,Malo,58801,Queja_usuario,Comentario_sobre_el_mantenimiento_3390
3391,2024-04-06T00:00:00Z,Emergencia,Malo,Bueno,59090,Preventivo,Comentario_sobre_el_mantenimiento_3391
3392,2024-05-26T00:00:00Z,Emergencia,Bueno,Regular,3581613,Preventivo,Comentario_sobre_el_mantenimiento_3392
3393,2024-04-03T00:00:00Z,Correctivo,Regular,Malo,4987853,Preventivo,Comentario_sobre_el_mantenimiento_3393
3394,2024-06-18T00:00:00Z,Correctivo,Bueno,Malo,8987411,Queja_usuario,Comentario_sobre_el_mantenimiento_3394
3395,2024-07-08T00:00:00Z,Correctivo,Regular,Regular,9424143,Preventivo,Comentario_sobre_el_mantenimiento_3395
3396,2024-09-18T00:00:00Z,Correctivo,Malo,Malo,58177,Queja_usuario,Comentario_sobre_el_mantenimiento_3396
3397,2023-11-28T00:00:00Z,Correctivo,Malo,Regular,52864,Queja_usuario,Comentario_sobre_el_mantenimiento_3397
3398,2023-11-01T00:00:00Z,Emergencia,Regular,Regular,9296565,Queja_usuario,Comentario_sobre_el_mantenimiento_3398
3399,2024-05-29T00:00:00Z,Correctivo,Malo,Bueno,4737967,Queja_usuario,Comentario_sobre_el_mantenimiento_3399
3400,2024-03-06T00:00:00Z,Emergencia,Malo,Malo,4982569,Preventivo,Comentario_sobre_el_mantenimiento_3400
3401,2024-07-02T00:00:00Z,Preventivo,Bueno,Bueno,9294738,Queja_usuario,Comentario_sobre_el_mantenimiento_3401
3402,2024-05-14T00:00:00Z,Preventivo,Bueno,Bueno,4987865,Preventivo,Comentario_sobre_el_mantenimiento_3402
3403,2024-01-22T00:00:00Z,Preventivo,Regular,Malo,57905,Preventivo,Comentario_sobre_el_mantenimiento_3403
3404,2023-11-24T00:00:00Z,Emergencia,Regular,Regular,57905,Queja_usuario,Comentario_sobre_el_mantenimiento_3404
3405,2023-11-10T00:00:00Z,Correctivo,Bueno,Bueno,3745011,Preventivo,Comentario_sobre_el_mantenimiento_3405
3406,2024-01-10T00:00:00Z,Preventivo,Regular,Regular,4749300,Preventivo,Comentario_sobre_el_mantenimiento_3406
3407,2024-02-15T00:00:00Z,Emergencia,Malo,Bueno,7182470,Queja_usuario,Comentario_sobre_el_mantenimiento_3407
3408,2024-09-06T00:00:00Z,Correctivo,Bueno,Malo,58848,Queja_usuario,Comentario_sobre_el_mantenimiento_3408
3409,2024-08-23T00:00:00Z,Correctivo,Malo,Regular,5659584,Queja_usuario,Comentario_sobre_el_mantenimiento_3409
3410,2024-02-16T00:00:00Z,Preventivo,Malo,Malo,25722,Preventivo,Comentario_sobre_el_mantenimiento_3410
3411,2024-07-04T00:00:00Z,Emergencia,Bueno,Regular,58832,Preventivo,Comentario_sobre_el_mantenimiento_3411
3412,2024-09-19T00:00:00Z,Correctivo,Regular,Regular,5249943,Queja_usuario,Comentario_sobre_el_mantenimiento_3412
3413,2024-01-24T00:00:00Z,Preventivo,Regular,Malo,9223824,Preventivo,Comentario_sobre_el_mantenimiento_3413
3414,2024-03-24T00:00:00Z,Correctivo,Bueno,Malo,5492335,Preventivo,Comentario_sobre_el_mantenimiento_3414
3415,2024-04-17T00:00:00Z,Emergencia,Malo,Bueno,9155769,Queja_usuario,Comentario_sobre_el_mantenimiento_3415
3416,2024-05-20T00:00:00Z,Preventivo,Malo,Bueno,7861591,Preventivo,Comentario_sobre_el_mantenimiento_3416
3417,2024-07-07T00:00:00Z,Correctivo,Bueno,Regular,25616,Preventivo,Comentario_sobre_el_mantenimiento_3417
3418,2024-08-31T00:00:00Z,Preventivo,Bueno,Bueno,33718,Preventivo,Comentario_sobre_el_mantenimiento_3418
3419,2024-01-04T00:00:00Z,Preventivo,Bueno,Bueno,25627,Preventivo,Comentario_sobre_el_mantenimiento_3419
3420,2024-08-28T00:00:00Z,Emergencia,Regular,Malo,32964,Preventivo,Comentario_sobre_el_mantenimiento_3420
3421,2024-09-21T00:00:00Z,Correctivo,Bueno,Malo,7838765,Preventivo,Comentario_sobre_el_mantenimiento_3421
3422,2024-08-14T00:00:00Z,Emergencia,Malo,Bueno,20790,Queja_usuario,Comentario_sobre_el_mantenimiento_3422
3423,2024-02-08T00:00:00Z,Emergencia,Regular,Bueno,4984748,Queja_usuario,Comentario_sobre_el_mantenimiento_3423
3424,2024-05-24T00:00:00Z,Emergencia,Malo,Regular,5241139,Queja_usuario,Comentario_sobre_el_mantenimiento_3424
3425,2024-07-28T00:00:00Z,Preventivo,Bueno,Bueno,53171,Queja_usuario,Comentario_sobre_el_mantenimiento_3425
3426,2024-01-22T00:00:00Z,Correctivo,Regular,Malo,6909791,Preventivo,Comentario_sobre_el_mantenimiento_3426
3427,2024-03-12T00:00:00Z,Preventivo,Malo,Malo,3566857,Queja_usuario,Comentario_sobre_el_mantenimiento_3427
3428,2024-11-02T00:00:00Z,Correctivo,Regular,Regular,33181,Preventivo,Comentario_sobre_el_mantenimiento_3428
3429,2024-01-13T00:00:00Z,Preventivo,Bueno,Malo,5025123,Preventivo,Comentario_sobre_el_mantenimiento_3429
3430,2024-03-29T00:00:00Z,Preventivo,Regular,Bueno,19577,Queja_usuario,Comentario_sobre_el_mantenimiento_3430
3431,2024-05-29T00:00:00Z,Correctivo,Regular,Regular,7887214,Preventivo,Comentario_sobre_el_mantenimiento_3431
3432,2024-09-05T00:00:00Z,Correctivo,Regular,Regular,9493114,Preventivo,Comentario_sobre_el_mantenimiento_3432
3433,2024-06-05T00:00:00Z,Preventivo,Malo,Malo,60167,Queja_usuario,Comentario_sobre_el_mantenimiento_3433
3434,2024-01-18T00:00:00Z,Preventivo,Bueno,Regular,22374,Preventivo,Comentario_sobre_el_mantenimiento_3434
